"Restaurant.Name","Address","Inspection.Fail.Count","Inspection.Pass.Count","Violation.Level1.Count","Violation.Level2.Count","Violation.Level3.Count","Violation.Pass.Count","Violation.Fail.Count","Violation.2010.Count","Violation.2011.Count","Violation.2012.Count","Violation.2013.Count","Violation.2014.Count","Violation.2015.Count","Violation.2016.Count","Violation.2017.Count","Violation.2018.Count","Violation.2019.Count","Violation.2020.Count","Price","review_count_total","review_count_anuave","year_count","ave_rating","latest_review","earliest_review","inactive_years","Yelp","Food.Inspection","lon","lat","Land_Parcel_ID","GIS_ID","Blk_ID_10","BG_ID_10","CT_ID_10"
"Metro Convenience","253 Summer StBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",12,1.333333333,9,2.666666667,2019,2005,0,1,0,-71.051245,42.350488,601163005,601163005,250250612001002,250250612001,25025061200
"Lolita Cocina & Tequila Bar Fort Point","253 Summer StBoston, MA 02210",3,3,16,2,6,12,12,0,0,0,0,0,0,0,0,20,4,0,"$$",387,129,3,3.909958627,2019,2017,0,1,1,-71.051245,42.350488,601163005,601163005,250250612001002,250250612001,25025061200
"Restaurant Associates @ Amazon","253   Summer ST Boston MA 2127",2,1,1,2,0,1,2,0,0,0,0,0,0,0,0,1,2,0,"0",0,0,0,0,0,0,0,0,1,-71.05127,42.35017,601163005,601163005,250250612001002,250250612001,25025061200
"Rebeccas Cafe","51 Melcher StBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0500006,42.349319,601166040,601166040,250250612001009,250250612001,25025061200
"Bastille Kitchen","49 Melcher StBoston, MA 02210",6,1,18,5,2,12,13,0,0,0,0,0,2,0,2,2,19,0,"$$$",280,46.66666667,6,3.839630397,2019,2014,0,1,1,-71.0501922,42.349393,601166040,601166040,250250612001009,250250612001,25025061200
"Gillette Cafeteria","1   Gillette PARK South Boston MA 2127",13,5,50,8,16,32,42,19,0,8,16,3,2,5,1,0,20,0,"0",0,0,0,0,0,0,0,0,1,-71.056699,42.343907,601169000,601169000,250250612001032,250250612001,25025061200
"Coppersmith","40 West 3rd StBoston, MA 02127",9,3,78,0,11,40,49,0,0,0,0,0,8,2,27,26,1,25,"$$",504,100.8,5,3.341468227,2019,2015,0,1,1,-71.0538161,42.3423967,601191000,601191000,250250612001059,250250612001,25025061200
"William's Tavern","92   A ST South Boston MA 2127",3,0,4,0,0,0,4,1,0,0,0,2,1,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.054661,42.342773,601192000,601192000,250250612001058,250250612001,25025061200
"MY DINER","98   A ST South Boston MA 2127",8,4,44,0,12,26,30,14,10,2,0,8,8,14,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.054567,42.342804,601192000,601192000,250250612001058,250250612001,25025061200
"K O Catering and Pies","87  A ST South Boston MA 2127",11,4,34,4,6,16,28,0,10,10,0,0,9,9,5,1,0,0,"0",0,0,0,0,0,0,0,0,1,-71.054567,42.342447,601232000,601232000,250250612001056,250250612001,25025061200
"AK's Takeout","309   D ST South Boston MA 2127",1,1,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,"0",0,0,0,0,0,0,0,0,1,-71.04924,42.339981,601522000,601522000,250250606001088,250250606001,25025060600
"D Street Pizza","309 D StBoston, MA 02127",10,4,59,9,36,45,59,0,0,0,0,0,0,0,19,75,10,0,"no value",8,8,1,3.125,2019,2019,0,1,1,-71.0492428,42.3399629,601522000,601522000,250250606001088,250250606001,25025060600
"A K's Take Out","305   D ST South Boston MA 2127",10,6,79,4,16,47,52,0,0,10,20,16,14,11,28,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.049226,42.339955,601522000,601522000,250250606001088,250250606001,25025060600
"Wong Trading","333 W 1st StBoston, MA 02127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.046092,42.3389515,601732000,601732000,250250606001092,250250606001,25025060600
"Boston Lobster","345 W 1st StBoston, MA 02127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.046016,42.3386873,601732000,601732000,250250606001092,250250606001,25025060600
"Caffe Nero","416 W  BroadwayBoston, MA 02127",9,6,89,0,6,46,49,0,0,0,0,0,14,30,24,8,18,1,"$",34,11.33333333,3,3.86965812,2019,2017,0,1,1,-71.047316,42.3369788,601881000,601881000,250250605015007,250250605015,25025060501
"Stats Bar & Grille","77 Dorchester StBoston, MA 02127",9,8,79,10,12,49,52,0,6,10,8,8,18,0,18,20,10,3,"$$",121,12.1,10,3.208692696,2019,2010,0,1,1,-71.045366,42.3358286,601887000,601887000,250250605015007,250250605015,25025060501
"Olympic House of Pizza","655 E BroadwayBoston, MA 02127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",64,4.923076923,13,3.654700855,2019,2007,0,1,0,-71.0456622,42.3354875,601889000,601889000,250250605015007,250250605015,25025060501
"Dunkin' Donuts","482 W Broadway  South Boston MA 2127",7,1,12,0,2,2,12,1,1,0,0,3,2,4,1,2,0,0,"0",0,0,0,0,0,0,0,0,1,-71.045528,42.335603,601889000,601889000,250250605015007,250250605015,25025060501
"Lincoln Tavern","425 W Broadway  South Boston MA 2127",11,6,55,6,16,36,41,0,0,5,5,10,11,2,16,24,4,0,"0",0,0,0,0,0,0,0,0,1,-71.04755,42.33635,601949000,601949000,250250608001000,250250608001,25025060800
"Lincoln Tavern and Restaurant","425 W BroadwayBoston, MA 02127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",800,100,8,3.852739167,2019,2012,0,1,0,-71.0476875,42.3362997,601949000,601949000,250250608001000,250250608001,25025060800
"South Boston Chinese Restaurant","429 W BroadwayBoston, MA 02127",6,4,48,6,14,34,34,0,0,0,0,30,14,24,0,0,0,0,"$",43,3.071428571,14,3.011961451,2019,2005,0,1,1,-71.0474785,42.3362826,601950000,601950000,250250608001000,250250608001,25025060800
"Capo Restaurant","443 West BroadwayBoston, MA 02127",2,1,11,0,0,4,7,0,0,0,0,0,0,0,3,8,0,0,"$$",309,77.25,4,3.434568713,2019,2016,0,1,1,-71.0470839,42.3360852,601953000,601953000,250250608001000,250250608001,25025060800
"Land Of Pizza","445 W BroadwayBoston, MA 02127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",55,4.583333333,12,3.636868687,2019,2008,0,1,0,-71.0469397,42.3359729,601954000,601954000,250250608001000,250250608001,25025060800
"Broadway's Best Pizza","467 W BroadwayBoston, MA 02127",14,7,138,11,24,80,93,46,20,12,24,6,2,34,29,0,0,0,"no value",8,4,2,2.666666667,2019,2018,0,1,1,-71.0463159,42.3356905,601960000,601960000,250250608001000,250250608001,25025060800
"NANNING WOK","465 W Broadway  South Boston MA 2127",26,11,234,34,67,143,192,15,13,3,36,16,46,61,45,100,0,0,"0",0,0,0,0,0,0,0,0,1,-71.046301,42.335689,601960000,601960000,250250608001000,250250608001,25025060800
"Nick's Pizza & Seafood/Broadway Best Pizza","467 W Broadway  South Boston MA 2127",19,13,100,9,38,71,76,13,0,10,8,8,21,48,13,26,0,0,"0",0,0,0,0,0,0,0,0,1,-71.04626,42.335661,601960000,601960000,250250608001000,250250608001,25025060800
"Lee Chen's Mexican Grill & Chinese Food","475 W BroadwayBoston, MA 02127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",113,8.071428571,14,2.921677132,2019,2006,0,1,0,-71.0461089,42.33551,601964000,601964000,250250608001000,250250608001,25025060800
"McGoo's Pizza","479 W BroadwaySouth Boston, MA 02127",17,6,139,44,26,91,118,0,0,0,0,0,0,29,68,8,93,11,"$",54,4.153846154,13,2.879487179,2019,2005,0,1,1,-71.0459464,42.3354637,601965000,601965000,250250608001000,250250608001,25025060800
"The Junction","110 Dorchester StBoston, MA 02127",12,10,65,12,10,42,45,2,10,6,10,10,8,10,1,22,4,4,"$$",84,5.6,15,3.964203944,2019,2005,0,1,1,-71.0459928,42.3351003,601981000,601981000,250250604005000,250250604005,25025060400
"PS Gourmet Coffee","106 Dorchester StBoston, MA 02127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",118,9.833333333,12,4.005421893,2019,2008,0,1,0,-71.0458545,42.3352358,601984000,601984000,250250604005000,250250604005,25025060400
"PERKIN'S SQ DELI","106   Dorchester ST South Boston MA 2127",13,8,74,12,16,47,55,8,0,8,0,3,8,20,26,13,6,10,"0",0,0,0,0,0,0,0,0,1,-71.04583,42.3352,601984000,601984000,250250604005000,250250604005,25025060400
"Amsterdam Cafe","483 E BroadwaySouth Boston, MA 02127",13,10,91,13,10,54,60,12,12,15,5,19,14,18,3,16,0,0,"$",152,10.85714286,14,3.006060606,2019,2006,0,1,1,-71.0455201,42.3352353,601986000,601986000,250250604005000,250250604005,25025060400
"P.S. Scoops","124   Dorchester ST South Boston MA 2127",1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.04646,42.33487,602021000,602021000,250250604005001,250250604005,25025060400
"Yo Berry","124   Dorchester ST South Boston MA 2127",4,3,14,0,3,8,9,0,0,0,0,3,2,12,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.04646,42.33487,602021000,602021000,250250604005001,250250604005,25025060400
"Fat Baby","118 Dorchester StBoston, MA 02127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",118,39.33333333,3,3.572099197,2019,2017,0,1,0,-71.0461321,42.3349756,602024000,602024000,250250604005001,250250604005,25025060400
"SALSA'S MEXICAN GRILLED","118   Dorchester ST South Boston MA 2127",10,7,72,6,9,39,48,12,10,10,8,20,21,6,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.046228,42.335002,602024000,602024000,250250604005001,250250604005,25025060400
"Gavin Foundation Inc.","535 E Broadway  South Boston MA 2127",2,2,16,0,4,10,10,0,0,0,0,0,0,8,12,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.042749,42.335263,602056000,602056000,250250604001000,250250604001,25025060400
"American Provisions","613 E BroadwaySouth Boston, MA 02127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$$",150,15,10,4.598461538,2019,2010,0,1,0,-71.0398304,42.3353826,602260000,602260000,250250603013004,250250603013,25025060301
"The Paramount","667 E BroadwayBoston, MA 02127",11,6,84,6,28,52,66,0,0,0,8,12,12,3,19,36,28,0,"$$",250,27.77777778,9,3.599102412,2019,2011,0,1,1,-71.0378676,42.3354559,602311000,602311000,250250603013003,250250603013,25025060301
"Roza Lyons","709 E BroadwaySouth Boston, MA 02127",2,1,5,0,2,3,4,0,0,0,0,0,0,0,6,0,1,0,"$$",37,9.25,4,3.22622549,2019,2016,0,1,1,-71.0370129,42.3354346,602334000,602334000,250250603013002,250250603013,25025060301
"The Urban Art Bar","709 E Broadway  South Boston MA 2127",2,2,24,0,0,12,12,0,0,0,0,16,8,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.037,42.33542,602334000,602334000,250250603013002,250250603013,25025060301
"Tasty Burger.","69   L ST South Boston MA 2127",11,6,47,2,13,28,34,0,0,6,4,12,5,26,3,6,0,0,"0",0,0,0,0,0,0,0,0,1,-71.035552,42.335236,602349000,602349000,250250603013001,250250603013,25025060301
"Dunkin Donuts","75   L ST South Boston MA 2127",7,0,25,0,2,7,20,0,0,0,0,0,0,6,2,4,0,15,"0",0,0,0,0,0,0,0,0,1,-71.035629,42.335135,602350000,602350000,250250603013001,250250603013,25025060301
"Sixth Gear - Cask & Kitchen","81 L StBoston, MA 02127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",111,27.75,4,3.434192551,2019,2016,0,1,0,-71.035588,42.334632,602373000,602373000,250250603013009,250250603013,25025060301
"WOLFIE'S KITCHEN & BAR","81   L ST South Boston MA 2127",0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.0356,42.33464,602373000,602373000,250250603013009,250250603013,25025060301
"Joseph's Deli","258 K StSouth Boston, MA 02127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",78,6,13,3.554945055,2019,2007,0,1,0,-71.0371944,42.3345796,602375000,602375000,250250603013008,250250603013,25025060301
"Cafe Mamtaz","87 L StBoston, MA 02127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",106,9.636363636,11,3.654296209,2019,2009,0,1,0,-71.0354531,42.3342999,602390000,602390000,250250603013008,250250603013,25025060301
"Brown Bag Cafe","275 Emerson StBoston, MA 02127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0355058,42.3342816,602390000,602390000,250250603013008,250250603013,25025060301
"L Street Diner & Pizzeria","108 L StBoston, MA 02127",22,7,189,20,64,122,151,12,14,10,10,16,20,56,77,24,34,0,"$$",97,6.928571429,14,3.831003917,2019,2005,0,1,1,-71.0350818,42.3340511,602596000,602596000,250250603013011,250250603013,25025060301
"Boston Bagel Company","753 E Broadway  South Boston MA 2127",21,6,129,21,29,81,98,0,0,0,6,18,16,37,43,15,44,0,"0",0,0,0,0,0,0,0,0,1,-71.035227,42.335436,602603000,602603000,250250603013000,250250603013,25025060301
"Sidewalk Cafe","764 E 4th StBoston, MA 02127",13,8,115,16,16,72,75,10,0,6,0,20,16,32,27,10,26,0,"$",106,8.833333333,12,3.599039733,2019,2008,0,1,1,-71.0335032,42.3349692,602621000,602621000,250250603013000,250250603013,25025060301
"BOATHOUSE","69   L ST South Boston MA 2127",1,1,6,0,2,4,4,0,8,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.035219,42.335233,602634000,602634000,250250603013000,250250603013,25025060301
"Sullivan's Castle Isl. @ The Milk Bottle","308   Congress ST Boston MA 2210",1,1,12,0,0,6,6,0,0,0,0,0,0,0,12,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.049569,42.351883,602635000,602635000,250250606001016,250250606001,25025060600
"Hood Milk Bottle","308 Congress StBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",3,3,1,5,2018,2018,1,1,0,-71.0496839,42.3519736,602635000,602635000,250250606001016,250250606001,25025060600
"Au Bon Pain Kiosk@Childrens Museum","308   Congress ST Boston MA 2210",1,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.049777,42.351967,602635000,602635000,250250606001016,250250606001,25025060600
"Barking Crab","88 Sleeper StBoston, MA 02210",42,14,327,34,47,182,226,33,45,18,34,33,45,61,90,35,2,12,"$$",2100,140,15,3.144267083,2019,2005,0,1,1,-71.0486393,42.3538179,602639000,602639000,250250606001006,250250606001,25025060600
"Better Bagels","83A Seaport BlvdBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",88,29.33333333,3,2.756924626,2019,2017,0,1,0,-71.0461884,42.3519056,602640060,602640060,250250606001020,250250606001,25025060600
"Shake Shack","77 Seaport BlvdBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",177,44.25,4,3.209741647,2019,2016,0,1,0,-71.0466554,42.3521288,602640070,602640070,250250606001020,250250606001,25025060600
"Ocean Prime","140 Seaport BlvdBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$$",433,86.6,5,4.001841324,2019,2015,0,1,0,-71.0430446,42.3513952,602641050,602641050,250250606001001,250250606001,25025060600
"Brew","75 Northern AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",14,2.333333333,6,2.736111111,2019,2013,0,1,0,-71.0455716,42.352513,602641080,602641080,250250606001008,250250606001,25025060600
"Gather","75 Northern AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",366,52.28571429,7,3.511535342,2019,2013,0,1,0,-71.0455716,42.352513,602641080,602641080,250250606001008,250250606001,25025060600
"sweetgreen","47 Northern AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",26,8.666666667,3,2.699494949,2019,2017,0,1,0,-71.0465706,42.3531477,602641120,602641120,NA,NA,NA
"Luke's Lobster Seaport","53 Northern AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",71,23.66666667,3,4.248316498,2019,2017,0,1,0,-71.0464122,42.3530573,602641120,602641120,NA,NA,NA
"Paris Creperie Seaport","60 Seaport BlvdBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",8,8,1,4.75,2019,2019,0,1,0,-71.0472755,42.3529763,602641120,602641120,NA,NA,NA
"Kings Dining & Entertainment - Boston Seaport","60 Seaport BlvdBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",184,61.33333333,3,3.577192982,2019,2017,0,1,0,-71.0472755,42.3529763,602641120,602641120,NA,NA,NA
"Fuku Boston Seaport","43 Northern AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",169,84.5,2,3.283997155,2019,2018,0,1,0,-71.0468722,42.3532702,602641120,602641120,NA,NA,NA
"Tuscan Kitchen","64 Seaport BlvdBoston, MA 02210",5,2,17,2,10,13,16,0,0,0,0,0,0,0,6,16,6,1,"$$$",178,59.33333333,3,3.696489049,2019,2017,0,1,1,-71.0466196,42.3528602,602641120,602641120,NA,NA,NA
"Scorpion Bar Boston","58 Seaport BlvdSte 200Boston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",200,66.66666667,3,2.560212743,2019,2017,0,1,0,-71.0479162,42.3532222,602641150,602641150,NA,NA,NA
"Juice Press","27 Northern AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0474024,42.3533147,602641150,602641150,NA,NA,NA
"Yoki Express","53 Boston Wharf RdBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",102,34,3,3.869135802,2019,2017,0,1,0,-71.04565,42.351147,602643020,602643020,250250606001029,250250606001,25025060600
"Aceituna Grill","57 Boston Wharf RdBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",122,40.66666667,3,3.688131313,2019,2017,0,1,0,-71.0455556,42.3513482,602643020,602643020,250250606001029,250250606001,25025060600
"Chipotle Mexican Grill","51 Boston Wharf RdBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",22,5.5,4,2.790178571,2019,2016,0,1,0,-71.0457784,42.3510748,602643020,602643020,250250606001029,250250606001,25025060600
"The Juice Press","109 Seaport BlvdBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$$",18,6,3,3.055555556,2019,2017,0,1,0,-71.0451334,42.351252,602643020,602643020,250250606001029,250250606001,25025060600
"Tikkaway Fresh Indian Grill","55 Boston Wharf RdBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",120,40,3,4.212333227,2019,2017,0,1,0,-71.0455683,42.3512407,602643020,602643020,250250606001029,250250606001,25025060600
"by CHLOE. Boston Seaport","107 Seaport BlvdBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",279,93,3,3.850698561,2019,2017,0,1,0,-71.0451277,42.3511175,602643020,602643020,250250606001029,250250606001,25025060600
"Taiyaki NYC - Boston","119 Seaport BlvdSte BBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",356,356,1,4.132022472,2019,2019,0,1,0,-71.0447803,42.3509935,602643040,602643040,250250606001030,250250606001,25025060600
"City Tap House","10 Boston Wharf RdBoston, MA 02210",6,3,31,14,10,25,30,0,0,0,0,0,0,0,0,16,28,11,"$$",444,111,4,4.085196339,2019,2016,0,1,1,-71.0472696,42.350076,602646010,602646010,250250606001020,250250606001,25025060600
"Pink Taco - Boston","374 Congress StBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",57,57,1,2.736842105,2019,2019,0,1,0,-71.0472696,42.350076,602646010,602646010,250250606001020,250250606001,25025060600
"Dig Inn","25 Thomson PlBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",11,11,1,4.363636364,2019,2019,0,1,0,-71.0472696,42.3511154,602652010,602652010,250250606001021,250250606001,25025060600
"bartaco Seaport","25 Thomson PlBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",331,165.5,2,4.074054983,2019,2018,0,1,0,-71.0472696,42.3511154,602652010,602652010,250250606001021,250250606001,25025060600
"Caffè Nero","368 Congress StBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",117,29.25,4,4.106431159,2019,2016,0,1,0,-71.0476875,42.3502588,602653010,602653010,250250606001021,250250606001,25025060600
"Residence Inn by Marriott","364   Congress ST Boston MA 2210",4,1,12,0,1,4,9,0,0,0,8,0,2,0,2,1,0,0,"0",0,0,0,0,0,0,0,0,1,-71.04786,42.35022,602653010,602653010,250250606001021,250250606001,25025060600
"sweetgreen","372 Congress StBoston, MA 02210",10,6,36,0,23,26,33,0,0,0,0,11,10,21,10,2,1,4,"$$",147,24.5,6,3.772222222,2019,2014,0,1,1,-71.0477234,42.3501618,602653010,602653010,250250606001021,250250606001,25025060600
"Thomson Reuters","12  Thomson Pl Boston MA 2210",3,2,18,0,2,9,11,0,0,0,8,10,2,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.04808,42.35083,602654010,602654010,250250606001020,250250606001,25025060600
"Drink","348   Congress ST Boston MA 2210",12,9,82,9,14,51,54,34,8,37,0,2,8,0,0,9,6,1,"0",0,0,0,0,0,0,0,0,1,-71.04854,42.35071,602655010,602655010,250250606001022,250250606001,25025060600
"Menton","354 Congress StBoston, MA 02210",6,2,28,0,8,14,22,0,0,0,0,5,0,0,3,16,12,0,"$$$",470,47,10,4.216202974,2019,2010,0,1,1,-71.0482297,42.3504581,602655010,602655010,250250606001022,250250606001,25025060600
"Sportello","348 Congress StBoston, MA 02210",10,4,32,2,2,13,23,0,0,4,0,9,9,2,0,10,2,0,"$$$",830,69.16666667,12,3.922657324,2019,2008,0,1,1,-71.0485054,42.3506068,602655010,602655010,250250606001022,250250606001,25025060600
"Barrington Coffee","346  Congress ST Boston MA 2210",5,3,21,2,4,12,15,0,0,2,2,1,2,8,12,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.048443,42.350637,602655010,602655010,250250606001022,250250606001,25025060600
"YADA YADA BAKERY CAFE","34   Farnsworth ST Boston MA 2210",5,5,68,0,12,40,40,0,0,10,12,10,18,30,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.04839,42.35191,602663010,602663010,250250606001023,250250606001,25025060600
"Flour Bakery + Café","12 Farnsworth StBoston, MA 02210",11,3,36,0,8,17,27,0,0,8,0,1,0,4,17,11,2,1,"$$",880,67.69230769,13,4.322743212,2019,2007,0,1,1,-71.0487474,42.3512305,602665000,602665000,250250606001023,250250606001,25025060600
"Metro Cafe","332 Congress StBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",90,6.428571429,14,3.52797619,2019,2005,0,1,0,-71.0490803,42.3511651,602667000,602667000,250250606001024,250250606001,25025060600
"DUNKIN DONUT","326   Congress ST Boston MA 2210",8,4,23,6,2,12,19,1,0,1,0,2,2,6,3,10,6,0,"0",0,0,0,0,0,0,0,0,1,-71.04926,42.35118,602668000,602668000,250250606001024,250250606001,25025060600
"Hopsters Brewing Company","51 Sleeper StBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",173,86.5,2,3.182979749,2019,2018,0,1,0,-71.0486161,42.3524963,602670000,602670000,250250606001020,250250606001,25025060600
"Sleeper Street Cafe","51  Sleeper ST Boston MA 2210",4,2,24,0,12,17,19,0,0,0,0,0,12,24,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.04855,42.35245,602670000,602670000,250250606001020,250250606001,25025060600
"Hopsters","51  Sleeper ST Boston MA 2210",1,1,0,4,2,3,3,0,0,0,0,0,0,0,0,0,0,6,"0",0,0,0,0,0,0,0,0,1,-71.04855,42.35245,602670000,602670000,250250606001020,250250606001,25025060600
"Sleeper St. Cafe","51  Sleeper ST Boston MA 2210",2,2,18,4,6,14,14,0,0,0,12,16,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.04855,42.35245,602670000,602670000,250250606001020,250250606001,25025060600
"Lola 42","22 Liberty DrBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$$$",104,34.66666667,3,3.286663037,2019,2017,0,1,0,-71.0452732,42.3545972,602670010,602670010,250250606001001,250250606001,25025060600
"B.GOOD","50 Northern AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",61,15.25,4,2.70504386,2019,2016,0,1,0,-71.0462,42.3534302,602671015,602671015,250250606001001,250250606001,25025060600
"Frank Anthony's Gourmet Market","9 Fan Pier BlvdBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",31,7.75,4,3.808035714,2019,2016,0,1,0,-71.045828,42.3536341,602671015,602671015,250250606001001,250250606001,25025060600
"Committee","50 Northern AveBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",532,106.4,5,3.823843187,2019,2015,0,1,0,-71.0462,42.3534302,602671015,602671015,250250606001001,250250606001,25025060600
"Starbucks Coffee No. 22566","48  Northern AVE Boston MA 2210",4,1,11,0,0,3,8,0,0,0,0,0,6,0,3,1,1,0,"0",0,0,0,0,0,0,0,0,1,-71.046142,42.353557,602671015,602671015,250250606001001,250250606001,25025060600
"Mastro's Ocean Club","25 Fan Pier BlvdBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$$$",179,59.66666667,3,3.773483354,2019,2017,0,1,0,-71.044459,42.354722,602671025,602671025,250250606001000,250250606001,25025060600
"Sams","28   Northern AV Boston MA 2210",6,3,22,4,6,14,18,6,6,10,0,8,2,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.044535,42.352802,602671025,602671025,250250606001000,250250606001,25025060600
"Caffè Strega","1 Marina Park DrBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",3,1,3,3.666666667,2019,2014,0,1,0,-71.0454125,42.3531734,602671035,602671035,250250606001001,250250606001,25025060600
"Caffe di Marina","1 Marina Park DrBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0454125,42.3531734,602671035,602671035,250250606001001,250250606001,25025060600
"Empire Asian Restaurant & Lounge","1 Marina Park DrBoston, MA 02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$$",512,64,8,3.24448522,2019,2012,0,1,0,-71.0454125,42.3531734,602671035,602671035,250250606001001,250250606001,25025060600
